07/11/2023|11:53|13:51|Outdoor Picnic  |Computer Lab C Annex  
09/14/2023|11:44|12:11|History Class 2|Lecture Hall C South  
01/23/2023|10:14|12:46|Physics Lecture  |Campus Cafeteria West  
02/05/2023|19:29|20:10|Physics Lecture  |Science Building West  
09/17/2023|17:11|18:35|English Literature Seminar  |Campus Cafeteria East  
02/17/2023|14:59|17:40|Movie Night  |Computer Lab B South  
07/23/2023|09:10|10:10|History Class  |Computer Lab B Annex E
04/22/2023|14:32|16:12|Psychology Lecture  |Classroom A Downtown  
04/13/2023|10:56|13:44|Lunch Break  |Campus Sports Field Downtown  
02/27/2023|07:22|08:09|English Literature Seminar  |Science Lab A West  
08/07/2023|10:04|11:45|Math Lecture  |Lecture Hall D North  
05/14/2023|17:09|19:21|Career Counseling  |Computer Lab B Downtown  
03/19/2023|17:55|19:22|Theater Rehearsal  |Art Gallery West  
07/21/2023|12:05|13:34|Study Group H|Art Gallery West  
07/14/2023|07:16|07:43|Art Exhibition  |Lecture Hall D Downtown  
03/27/2023|13:08|16:19|Club Meeting  |Computer Lab B Downtown B
08/07/2023|18:58|21:12|Lunch with Friends G|Career Services Office Downtown  
09/08/2023|11:59|14:36|History Class  |Classroom C North  
05/14/2023|12:48|15:30|Art Workshop  |Classroom A Annex  
08/22/2023|11:40|13:30|Club Meeting  |Lecture Hall A Annex  
09/05/2023|14:05|15:20|Chemistry Lab H|Campus Fitness Center West G
08/15/2023|18:22|20:40|Gym Workout  |Computer Lab B South  
03/09/2023|16:02|16:53|Guitar Practice  |Student Center Downtown 9
06/18/2023|07:47|09:25|Study Session J|Campus Picnic Area East  
09/20/2023|13:55|14:21|Art Class I|Science Lab A West  
05/11/2023|15:43|17:50|Movie Night 8|Campus Cafeteria North  
02/21/2023|11:22|13:03|History Class  |Classroom C East  
07/06/2023|08:17|10:53|Lunch Break  |Campus Fitness Center East  
06/09/2023|19:55|20:52|Literature Class H|Campus Fitness Center Annex 9
04/03/2023|16:01|19:36|Student Council Meeting B|Classroom A South  
02/17/2023|14:41|17:50|Club Meeting  |Lecture Hall D Annex 3
08/20/2023|09:13|10:04|Art Class  |Art Studio East K
06/16/2023|08:35|10:56|Movie Night  |Art Gallery East  
07/14/2023|13:48|15:09|Art Workshop  |Lecture Hall D East  
05/29/2023|20:24|21:48|Literature Class C|Campus Sports Field North  
06/25/2023|19:56|21:26|Movie Night  |Clubroom Annex  
04/13/2023|13:39|16:17|Psychology Lecture  |Campus Cafeteria Annex  
07/26/2023|09:04|10:47|Psychology Lecture  |Library Study Room West  
09/02/2023|14:41|15:05|Theater Rehearsal  |Library Study Room East  
02/10/2023|13:32|16:26|Art Exhibition  |Science Lab B Annex  
04/21/2023|06:11|09:57|Study Session  |Theater Hall South  
07/24/2023|08:34|09:02|History Class  |Campus Cafeteria Downtown  
08/26/2023|17:34|18:23|Career Counseling  |Lecture Hall C East  
09/27/2023|11:30|14:17|Basketball Practice C|Science Lab A North  
04/09/2023|16:49|18:38|Dinner with Friends  |Campus Coffee Shop West  
01/21/2023|18:25|19:57|Club Meeting  |Science Building West 2
03/16/2023|15:07|16:04|Physics Lecture  |Science Lab B South E
03/07/2023|19:48|21:40|Math Lecture  |Campus Sports Court Annex  
07/07/2023|14:30|14:22|History Class F|Lecture Hall D Annex  
02/22/2023|15:25|16:52|History Lecture  |Lecture Hall B East K
03/13/2023|10:15|13:57|Outdoor Picnic 1|Campus Sports Court Downtown  
08/06/2023|13:58|15:45|Study Group  |Lecture Hall C Downtown  
06/24/2023|17:24|18:38|Club Meeting  |Campus Cafeteria West  
04/24/2023|10:41|13:30|English Literature Seminar  |Lecture Hall C East  
09/27/2023|09:50|12:30|Study Break  |Art Gallery South  
01/29/2023|16:24|16:44|Movie Night  |Career Services Office North  
01/09/2023|06:18|08:46|Soccer Practice  |Library Study Room North L
07/30/2023|19:26|19:19|Student Council Meeting  |Library West  
01/16/2023|19:14|20:22|Campus Club Event  |Campus Fitness Center South  
02/04/2023|16:41|18:59|Career Fair  |Clubroom West  
01/31/2023|17:35|20:46|Biology Lecture 6|Classroom C East  
09/12/2023|10:32|10:03|Psychology Lecture  |Campus Cafeteria Annex  
01/24/2023|13:53|15:30|Math Lecture E|Library Study Room Downtown  
07/20/2023|08:43|11:01|Group Project Meeting  |Campus Coffee Shop West  
06/18/2023|12:47|15:11|Basketball Practice  |Art Studio South  
08/28/2023|20:39|21:22|Outdoor Picnic  |Lecture Hall B East  
02/27/2023|06:20|06:42|Study Break  |Campus Sports Field East  
06/29/2023|06:17|07:11|Art Class  |Science Lab A Annex  
04/24/2023|20:29|23:48|Basketball Practice  |Campus Fitness Center North  
06/08/2023|16:39|17:52|Soccer Practice  |Science Lab C Downtown  
06/05/2023|11:55|13:15|Lunch Break  |Science Lab C Annex  
07/24/2023|11:53|12:28|Gym Workout  |Campus Fitness Center North  
02/01/2023|12:48|12:41|Campus Tour I|Campus Sports Court Annex  
06/02/2023|15:03|16:47|Study Session  |Science Lab C East  
09/19/2023|11:26|11:18|Chemistry Workshop  |Library Study Room Annex  
08/21/2023|15:30|18:51|Dinner with Friends  |Campus Sports Court West  
05/23/2023|16:54|17:01|Study Group  |Library South  
05/21/2023|19:19|19:03|Coding Workshop  |Science Lab A East  
08/13/2023|18:28|20:12|Chemistry Lab  |Science Lab A East  
07/10/2023|12:46|14:20|Campus Tour  |Library Study Room East  
03/05/2023|20:27|23:59|History Lecture  |Computer Lab B Annex  
09/04/2023|18:47|18:35|Dinner with Friends  |Lecture Hall A Annex  
09/29/2023|12:09|12:28|Math Lecture  |Computer Lab C South A
01/16/2023|20:11|21:12|Club Meeting  |Science Lab A Downtown  
09/17/2023|16:03|18:06|Guitar Practice  |Campus Cafeteria Annex  
03/29/2023|11:13|13:08|Outdoor Picnic  |Lecture Hall A Downtown  
06/05/2023|16:46|16:34|Student Council Meeting A|Library Downtown  
03/13/2023|15:28|15:58|Art Workshop  |Lecture Hall C South 8
01/30/2023|06:33|08:54|Club Meeting  |Lecture Hall A Downtown A
05/24/2023|17:32|18:47|Biology Lecture  |Computer Lab B South  
03/22/2023|11:29|14:24|Psychology Lecture  |Science Building West G
08/26/2023|11:44|14:52|Art Exhibition  |Lecture Hall B West  
07/13/2023|10:05|11:30|History Class  |Campus Coffee Shop South  
08/09/2023|14:23|15:24|Literature Class  |Career Services Office Downtown K
09/20/2023|13:02|14:50|Guitar Practice  |Campus Sports Court Downtown  
09/11/2023|16:15|16:05|Club Meeting C|Campus Sports Court West  
07/26/2023|17:09|19:40|Math Lecture  |Campus Sports Court West  
02/11/2023|16:59|17:35|Art Class  |Classroom A South 1
04/08/2023|09:51|10:23|Math Lecture  |Campus Cafeteria East B
09/10/2023|09:53|10:27|Lunch with Friends  |Science Lab C Downtown  
03/24/2023|14:20|14:49|Career Fair  |Computer Lab B Downtown  
04/21/2023|14:12|16:52|Study Session 3|Science Lab C North 2
07/18/2023|10:53|10:50|Art Exhibition  |Science Lab A East 3
01/27/2023|06:38|06:06|Art Exhibition E|Student Center East  
08/16/2023|06:10|09:36|Networking Event  |Library Study Room West D
09/29/2023|06:33|07:42|Campus Club Event 6|Starting at Main Entrance North  
09/25/2023|06:32|08:05|Dinner with Friends  |Campus Cafeteria South B
06/09/2023|09:52|09:21|English Literature Seminar  |Student Lounge West  
07/14/2023|10:32|12:43|Coding Workshop  |Career Services Office North  
02/22/2023|08:07|09:32|Career Fair  |Campus Coffee Shop North  
03/24/2023|12:22|13:54|Art Workshop K|Science Lab A North  
06/03/2023|11:22|13:31|Physics Lecture  |Campus Picnic Area Downtown  
09/13/2023|10:52|13:48|Lunch with Friends  |Science Lab C South A
09/24/2023|11:54|14:31|Basketball Practice  |Lecture Hall C Annex  
02/23/2023|14:11|15:18|Club Meeting 1|Campus Coffee Shop Annex  
02/12/2023|12:50|15:46|Psychology Lecture  |Campus Coffee Shop West  
01/08/2023|20:52|22:45|Dinner with Friends  |Science Lab A East  
06/04/2023|20:21|23:45|Coding Workshop  |Campus Sports Field East 1
06/04/2023|13:55|13:06|Guitar Practice  |Science Building Annex  
09/10/2023|07:01|07:27|Movie Night  |Computer Lab C South  
02/19/2023|06:33|08:01|Chemistry Lab  |Library Study Room Downtown  
06/17/2023|20:30|21:44|Group Project Meeting I|Library East  
05/30/2023|16:59|17:28|Soccer Practice  |Library West  
08/08/2023|12:06|13:49|History Class  |Library East  
08/01/2023|09:00|12:44|Gym Workout J|Art Studio Downtown  
05/25/2023|16:44|18:16|History Class  |Campus Cafeteria Annex  
03/22/2023|20:05|20:32|Club Meeting  |Lecture Hall D North  
09/15/2023|09:05|11:10|Lunch Break  |Campus Cafeteria South  
08/12/2023|10:35|11:32|Coding Workshop  |Science Lab B Annex 1
06/12/2023|10:55|11:55|Art Class C|Art Gallery East  
06/20/2023|08:08|11:34|History Class  |Art Gallery North  
01/13/2023|08:46|10:18|Movie Night  |Campus Picnic Area Downtown  
03/07/2023|17:22|20:56|Soccer Practice  |Science Building Downtown  
07/28/2023|07:32|10:15|Basketball Practice  |Career Services Office East  
05/19/2023|13:37|15:58|Art Exhibition  |Art Studio East  
06/28/2023|09:28|12:51|Campus Tour  |Lecture Hall B Annex  
06/06/2023|19:53|21:39|Art Workshop  |Lecture Hall C South  
05/04/2023|08:15|08:52|Literature Class  |Career Services Office North  
04/06/2023|12:06|13:40|History Lecture  |Science Lab C North  
07/06/2023|20:53|23:34|Gym Workout  |Art Gallery Annex F
08/06/2023|17:38|19:16|Movie Night L|Campus Sports Court West  
03/05/2023|08:08|09:26|Chemistry Lab  |Rooftop Lounge East  
09/24/2023|06:25|06:12|Art Exhibition  |Campus Sports Field North  
08/22/2023|09:42|12:52|Gym Workout  |Music Room Downtown  
06/29/2023|15:22|15:22|Basketball Practice 5|Student Lounge North L
04/17/2023|17:35|20:14|Study Break  |Science Building North  
02/05/2023|10:21|10:34|Movie Night  |Science Lab A Annex  
09/26/2023|20:44|21:11|History Class  |Science Lab A South L
03/16/2023|18:29|19:18|Biology Lecture  |Campus Sports Field East 6
06/23/2023|06:09|07:23|Campus Tour G|Library East  
04/26/2023|15:20|18:38|Art Workshop  |Campus Sports Court Annex  
01/03/2023|08:32|08:34|Career Fair  |Science Lab A West  
09/22/2023|10:25|11:06|Lunch with Friends  |Clubroom Downtown  
02/26/2023|18:02|21:27|Psychology Lecture  |Campus Cafeteria Downtown  
01/06/2023|07:52|07:02|Study Break  |Campus Picnic Area South  
01/24/2023|06:56|09:43|Campus Club Event  |Campus Coffee Shop North 4
01/18/2023|06:31|06:12|Campus Tour H|Library Study Room North J
06/04/2023|12:07|15:47|Study Session  |Campus Cafeteria North I
09/19/2023|16:12|16:20|Dinner with Friends 5|Career Services Office Downtown  
02/06/2023|19:51|22:37|Physics Lab  |Campus Fitness Center Downtown  
02/14/2023|10:00|13:26|Psychology Lecture 1|Campus Picnic Area East  
04/27/2023|20:49|21:14|Theater Rehearsal  |Art Gallery East  
02/22/2023|18:36|20:41|Art Class  |Lecture Hall A Downtown J
08/23/2023|16:56|18:47|Lunch with Friends H|Campus Sports Court East  
08/08/2023|06:19|06:10|Movie Night J|Library North  
02/04/2023|13:46|13:56|Gym Workout  |Art Studio East  
06/21/2023|16:51|19:33|Movie Night A|Computer Lab B Downtown 2
07/17/2023|12:03|13:22|Art Workshop  |Computer Lab C Downtown  
08/17/2023|20:15|22:38|Soccer Practice  |Campus Fitness Center North  
04/12/2023|15:55|16:37|Guitar Practice L|Lecture Hall D East  
03/27/2023|12:38|13:53|Literature Class 7|Computer Lab B South  
04/06/2023|12:14|13:48|Art Exhibition  |Campus Cafeteria South  
03/14/2023|12:25|14:11|Guitar Practice  |Career Services Office West J
03/30/2023|15:39|16:36|Campus Tour  |Art Gallery South  
03/22/2023|14:40|15:39|Club Meeting  |Campus Cafeteria Downtown  
07/14/2023|09:54|09:59|Literature Class  |Lecture Hall D West  
02/12/2023|13:44|13:37|Art Workshop  |Rooftop Lounge North  
09/30/2023|16:26|17:52|Guitar Practice  |Career Services Office West  
06/23/2023|15:22|16:53|Gym Workout D|Lecture Hall B East  
04/26/2023|12:59|15:16|History Lecture  |Campus Sports Court East 7
09/16/2023|19:38|20:33|Study Group E|Art Studio North  
03/28/2023|12:18|12:11|History Class  |Library Downtown  
08/21/2023|10:20|13:41|Physics Lecture  |Starting at Main Entrance South  
01/09/2023|10:43|10:47|Dinner with Friends  |Science Lab B Downtown  
06/02/2023|13:04|14:07|Chemistry Workshop  |Library West  
09/07/2023|06:25|09:07|Psychology Lecture  |Lecture Hall D North  
07/13/2023|15:49|16:36|Chemistry Workshop  |Campus Coffee Shop South  
07/14/2023|17:30|20:01|Physics Lab  |Computer Lab B Annex  
07/25/2023|20:18|20:55|Dinner with Friends  |Science Lab C Annex G
06/30/2023|12:52|14:22|Lunch with Friends  |Computer Lab B Annex F
08/28/2023|15:42|16:06|Campus Club Event  |Student Center South L
07/17/2023|08:52|10:51|Physics Lecture  |Campus Sports Court Downtown 9
10/01/2023|07:57|07:04|Movie Night  |Classroom A North  
09/03/2023|13:54|14:56|History Class  |Campus Sports Field East  
03/24/2023|19:34|20:04|Guitar Practice  |Campus Sports Court West  
08/25/2023|12:44|13:32|Campus Tour C|Lecture Hall D Downtown  
04/28/2023|09:26|09:50|Chemistry Lab  |Campus Cafeteria Annex  
04/08/2023|11:49|12:28|Physics Lab  |Clubroom Annex  
07/20/2023|10:10|11:18|Outdoor Picnic  |Art Studio East  
08/13/2023|20:37|21:57|English Literature Seminar  |Campus Sports Court Annex H
02/24/2023|08:40|08:23|Literature Class K|Library East 2
02/24/2023|17:54|20:36|Theater Rehearsal 1|Lecture Hall B South  
05/12/2023|13:13|15:18|History Lecture  |Lecture Hall C West  
04/11/2023|16:21|18:29|Outdoor Picnic  |Starting at Main Entrance Downtown 9
02/15/2023|15:50|16:37|Campus Tour  |Campus Fitness Center East  
08/25/2023|10:12|13:30|Coding Workshop  |Classroom A South  
06/12/2023|20:22|22:53|Guitar Practice  |Campus Coffee Shop Downtown  
09/15/2023|11:37|14:00|Chemistry Lab  |Lecture Hall C Annex  
02/01/2023|06:03|08:33|Campus Club Event I|Theater Hall Annex  
09/26/2023|10:42|11:22|Lunch Break  |Campus Fitness Center East  
04/23/2023|16:02|16:15|Networking Event I|Computer Lab B Downtown  
03/09/2023|13:12|16:04|Chemistry Workshop  |Lecture Hall A South  
05/06/2023|08:59|11:51|English Literature Seminar  |Campus Fitness Center South  
08/09/2023|15:47|17:45|Movie Night  |Art Gallery South  
06/18/2023|09:01|12:59|Movie Night  |Campus Cafeteria Downtown  
06/04/2023|09:10|12:02|Biology Lecture 9|Science Lab B Downtown  
09/26/2023|11:17|13:12|Career Counseling 5|Lecture Hall C South  
07/09/2023|08:20|08:30|Literature Class  |Campus Fitness Center North  
06/11/2023|16:04|17:08|History Class 7|Lecture Hall D Annex  
08/12/2023|13:35|13:58|Chemistry Workshop  |Campus Sports Court South J
07/22/2023|17:36|19:38|Chemistry Workshop 4|Computer Lab C East  
06/21/2023|08:47|09:06|History Class  |Campus Cafeteria East  
02/23/2023|13:05|14:44|Club Meeting  |Starting at Main Entrance East  
03/04/2023|19:20|21:58|Movie Night  |Library South  
09/08/2023|18:12|18:07|Lunch with Friends  |Art Studio North  
01/30/2023|12:29|14:07|Physics Lab 1|Library East  
05/27/2023|09:50|11:24|Outdoor Picnic  |Library Study Room West B
07/18/2023|19:40|20:06|Literature Class H|Campus Fitness Center West  
03/17/2023|07:54|09:57|Study Break  |Campus Fitness Center Downtown  
01/17/2023|09:02|10:16|Club Meeting K|Science Lab B Downtown  
01/19/2023|16:38|16:57|Career Counseling  |Science Lab A Downtown C
09/23/2023|08:30|08:20|Student Council Meeting  |Campus Fitness Center West  
03/01/2023|08:49|10:55|Soccer Practice  |Clubroom South  
04/18/2023|09:47|09:08|History Class  |Campus Cafeteria North  
02/13/2023|19:47|21:11|Study Break  |Campus Sports Court Downtown  
02/01/2023|10:39|11:55|Gym Workout  |Art Gallery Downtown  
05/28/2023|13:22|15:03|Psychology Lecture D|Campus Fitness Center Annex  
07/13/2023|18:18|18:14|Career Fair F|Campus Cafeteria West 5
04/19/2023|07:38|09:10|Art Class  |Student Center South  
02/16/2023|07:37|09:09|Art Exhibition  |Student Center North  
05/13/2023|14:06|15:40|Chemistry Lab  |Science Lab A East  
07/25/2023|10:30|10:42|Career Fair  |Lecture Hall C South  
04/23/2023|16:58|17:00|Art Class  |Computer Lab B Downtown  
02/09/2023|13:21|13:35|Chemistry Lab K|Theater Hall Annex 3
02/16/2023|07:28|07:31|Lunch with Friends K|Science Lab B South  
06/14/2023|18:06|19:10|Lunch with Friends  |Campus Cafeteria West  
07/15/2023|10:02|12:36|Campus Tour  |Science Lab A East  
07/10/2023|14:46|14:22|Study Session  |Art Gallery East  
09/27/2023|09:33|09:06|Study Break  |Theater Hall Annex  
01/26/2023|16:29|17:34|Soccer Practice  |Starting at Main Entrance North  
03/23/2023|13:04|13:57|Chemistry Workshop 7|Library Study Room North  
01/29/2023|18:48|18:06|Club Meeting E|Campus Cafeteria South C
06/24/2023|07:00|08:08|Art Exhibition  |Clubroom East  
09/01/2023|20:28|20:57|Basketball Practice  |Music Room West  
05/20/2023|17:13|18:20|Lunch Break  |Science Lab A East  
06/05/2023|08:43|09:06|Art Workshop  |Campus Coffee Shop North  
08/02/2023|17:11|19:22|English Literature Seminar  |Computer Lab C Annex  
06/05/2023|16:11|18:25|Dinner with Friends  |Student Center Annex  
08/31/2023|19:34|21:15|Basketball Practice  |Computer Lab B East  
05/06/2023|15:08|18:20|Art Exhibition  |Art Gallery Downtown F
08/09/2023|06:37|07:51|Art Class  |Campus Picnic Area East  
04/24/2023|17:41|17:42|Art Exhibition  |Campus Sports Court Annex  
01/20/2023|08:18|10:01|Soccer Practice 5|Library Annex  
03/03/2023|20:07|21:32|Guitar Practice  |Library East  
09/24/2023|17:50|20:45|Physics Lab  |Lecture Hall C East  
05/31/2023|09:08|10:30|Study Group  |Music Room West  
02/17/2023|07:55|10:08|Student Council Meeting  |Computer Lab B Annex  
05/25/2023|18:54|18:52|Math Lecture  |Science Building East  
05/10/2023|13:51|16:57|Campus Club Event  |Science Building South  
06/02/2023|18:22|21:34|Soccer Practice  |Science Lab C Downtown  
01/19/2023|10:01|11:22|Study Break  |Library Study Room East  
01/03/2023|15:38|15:03|Soccer Practice B|Science Building West  
03/18/2023|11:37|14:38|Study Group  |Classroom A East B
09/04/2023|06:32|06:55|English Literature Seminar  |Art Gallery Annex  
09/07/2023|13:30|15:32|Guitar Practice  |Library Downtown  
07/23/2023|15:46|18:29|Club Meeting  |Art Gallery South 3
04/17/2023|17:49|17:35|Study Break  |Library Study Room Downtown  
04/11/2023|20:48|22:32|Student Council Meeting  |Computer Lab C Downtown  
08/08/2023|07:47|07:48|Theater Rehearsal  |Lecture Hall D Annex G
05/20/2023|17:58|19:21|Movie Night  |Starting at Main Entrance Downtown  
04/16/2023|11:30|11:55|Physics Lab  |Science Lab C North 7
04/19/2023|10:01|10:38|Biology Lecture  |Lecture Hall C Annex  
03/17/2023|10:05|10:39|Psychology Lecture  |Library Study Room Downtown  
09/22/2023|17:40|19:59|Guitar Practice  |Science Lab B North  
05/28/2023|08:52|09:52|Career Fair  |Campus Cafeteria West I
03/17/2023|10:16|13:20|Networking Event 4|Science Building Downtown  
04/01/2023|06:54|08:10|Coding Workshop 8|Library Downtown  
01/16/2023|10:47|13:07|Outdoor Picnic  |Campus Cafeteria Downtown L
05/01/2023|20:16|20:28|Study Session  |Rooftop Lounge Downtown  
08/23/2023|17:57|19:15|Lunch with Friends B|Rooftop Lounge South  
05/08/2023|07:03|07:14|Networking Event  |Student Lounge West  
09/11/2023|16:57|18:29|Outdoor Picnic 1|Theater Hall North  
03/30/2023|06:59|08:49|Art Exhibition 4|Student Center East  
01/23/2023|10:15|11:44|Study Break  |Starting at Main Entrance North  
08/26/2023|08:53|10:03|Study Session  |Art Gallery North  
07/15/2023|08:42|08:44|Study Session  |Campus Sports Court Downtown  
06/26/2023|16:34|17:58|Student Council Meeting  |Campus Cafeteria East  
02/20/2023|09:55|10:34|Psychology Lecture  |Rooftop Lounge North 3
01/18/2023|17:22|17:57|Club Meeting  |Music Room Downtown  
05/30/2023|14:33|17:16|Art Exhibition D|Campus Cafeteria West  
08/15/2023|17:52|17:50|Lunch Break  |Campus Cafeteria East  
04/27/2023|14:22|16:04|History Lecture  |Computer Lab B East  
02/02/2023|20:11|22:20|Networking Event  |Campus Picnic Area North  
03/23/2023|13:21|13:02|Literature Class  |Lecture Hall C Downtown  
03/20/2023|18:35|21:42|Lunch Break  |Campus Sports Court Downtown  
04/02/2023|14:07|17:04|Guitar Practice F|Campus Sports Court Downtown  
08/24/2023|10:12|10:39|Study Session  |Lecture Hall A North  
08/25/2023|10:11|12:13|Study Group  |Lecture Hall A Downtown G
09/29/2023|18:12|19:00|Basketball Practice B|Campus Cafeteria East  
05/14/2023|12:07|13:40|Basketball Practice 4|Career Services Office East  
07/26/2023|16:04|17:28|Dinner with Friends 7|Theater Hall West  
07/02/2023|10:56|10:16|Networking Event  |Campus Cafeteria South L
09/11/2023|20:29|23:16|Coding Workshop  |Art Gallery North  
02/01/2023|16:53|16:12|Art Class C|Campus Coffee Shop South  
08/01/2023|13:33|14:44|Outdoor Picnic  |Campus Cafeteria East  
08/17/2023|06:19|09:36|Lunch Break  |Computer Lab C Annex  
02/23/2023|10:45|10:45|Career Fair C|Lecture Hall A Annex  
09/14/2023|17:13|20:58|Group Project Meeting  |Science Lab C North  
03/25/2023|15:12|18:38|Group Project Meeting  |Campus Sports Court West  
01/25/2023|18:29|18:21|Club Meeting  |Science Building West  
03/24/2023|09:31|09:31|Chemistry Workshop  |Campus Cafeteria Downtown  
08/08/2023|06:41|06:21|History Lecture  |Classroom C South 4
07/12/2023|16:00|19:34|Lunch with Friends  |Starting at Main Entrance North  
04/27/2023|06:49|09:43|Study Session H|Career Services Office South  
04/21/2023|18:47|21:56|Theater Rehearsal  |Campus Fitness Center Downtown  
01/25/2023|17:29|18:39|Physics Lecture  |Library Study Room Downtown  
08/26/2023|20:08|23:43|Guitar Practice  |Computer Lab B West  
01/24/2023|16:40|17:39|Group Project Meeting  |Lecture Hall B West  
07/10/2023|08:11|10:52|Chemistry Lab  |Art Gallery Downtown  
03/25/2023|10:05|13:15|Guitar Practice  |Science Lab A Annex  
06/04/2023|08:37|08:13|Gym Workout  |Campus Picnic Area West 6
05/11/2023|10:07|13:27|Lunch with Friends K|Art Studio South  
01/15/2023|08:00|08:19|Physics Lecture  |Campus Sports Court East  
02/22/2023|16:32|17:26|Lunch Break  |Lecture Hall C Downtown 9
04/25/2023|10:28|13:03|Campus Club Event 6|Library Study Room East  
04/03/2023|20:44|20:27|Lunch Break 5|Campus Picnic Area East B
09/15/2023|08:12|11:58|Networking Event  |Library Study Room Downtown  
09/26/2023|18:04|21:38|Outdoor Picnic  |Lecture Hall B West 6
03/10/2023|13:04|13:07|Basketball Practice  |Computer Lab C East  
03/31/2023|08:25|10:06|Networking Event  |Art Gallery West  
05/11/2023|08:43|09:29|Literature Class 5|Lecture Hall B West  
01/22/2023|15:48|18:17|Literature Class  |Campus Cafeteria Downtown  
08/23/2023|11:29|12:59|Chemistry Lab  |Campus Fitness Center Downtown 6
08/17/2023|18:46|21:23|Club Meeting  |Student Lounge East  
06/16/2023|20:16|20:45|History Class  |Art Gallery North 4
06/19/2023|18:09|20:23|Student Council Meeting  |Science Lab A West  
08/26/2023|10:49|13:35|Study Group  |Campus Cafeteria Downtown 6
07/06/2023|15:40|17:44|Chemistry Workshop  |Campus Cafeteria Annex 3
09/23/2023|19:53|22:34|Chemistry Lab 1|Campus Fitness Center West  
08/23/2023|10:51|10:49|Study Break J|Science Lab A Downtown  
05/09/2023|09:52|11:16|Study Session  |Lecture Hall A Annex  
09/09/2023|17:52|19:11|English Literature Seminar  |Student Center South  
06/30/2023|13:15|15:43|Art Workshop  |Science Lab C South 3
07/13/2023|09:56|11:45|History Class  |Campus Coffee Shop South  
07/10/2023|11:46|14:10|Gym Workout  |Starting at Main Entrance South  
01/01/2023|17:41|18:19|Theater Rehearsal  |Library West  
07/27/2023|18:03|20:42|Art Class G|Campus Cafeteria East  
09/18/2023|06:24|09:38|Biology Lecture  |Art Studio South  
02/05/2023|07:51|09:49|Career Fair  |Science Building Annex  
02/18/2023|11:30|13:04|Lunch with Friends  |Campus Sports Court South B
05/28/2023|20:20|21:38|Biology Lecture  |Campus Sports Field South  
04/28/2023|18:16|19:22|Coding Workshop  |Campus Cafeteria Downtown  
01/28/2023|07:49|10:14|Study Break  |Campus Fitness Center North  
03/02/2023|08:57|10:27|Group Project Meeting  |Art Gallery South  
07/24/2023|17:18|17:10|Art Workshop  |Campus Cafeteria East  
03/23/2023|14:15|15:11|Biology Lecture  |Lecture Hall C Annex  
07/03/2023|14:09|14:22|Basketball Practice  |Library Downtown  
06/21/2023|14:45|16:23|Dinner with Friends  |Science Lab C North 1
01/09/2023|11:32|12:04|Club Meeting  |Science Building Annex 4
08/06/2023|13:55|15:51|History Lecture  |Computer Lab B South  
08/13/2023|17:07|18:58|Chemistry Lab  |Campus Sports Field North  
08/25/2023|18:58|18:36|Chemistry Workshop  |Science Lab A West 3
06/08/2023|16:02|16:55|Theater Rehearsal  |Science Lab C South  
07/04/2023|18:46|18:37|Movie Night  |Student Center East  
08/18/2023|07:25|10:19|Outdoor Picnic  |Library Study Room East  
06/21/2023|06:53|06:08|Outdoor Picnic  |Classroom C Annex  
09/22/2023|13:15|13:27|Dinner with Friends  |Art Studio East  
05/27/2023|16:20|16:27|Student Council Meeting K|Science Lab B Downtown C
09/12/2023|08:27|09:57|Campus Club Event  |Lecture Hall B East  
05/24/2023|13:50|13:10|Study Group  |Science Building West  
08/04/2023|18:34|21:17|Campus Tour 1|Classroom C East 8
08/17/2023|19:02|21:42|Campus Club Event  |Theater Hall East  
06/12/2023|18:24|20:51|Physics Lab  |Library Study Room North  
01/02/2023|10:39|13:51|Guitar Practice 8|Lecture Hall D Downtown  
08/07/2023|06:52|09:33|Lunch Break  |Computer Lab C North  
07/01/2023|09:31|12:37|Gym Workout  |Computer Lab C West  
07/19/2023|16:22|18:21|Campus Club Event  |Art Gallery Downtown  
07/18/2023|08:17|09:45|Art Class  |Campus Cafeteria Annex  
04/19/2023|08:20|09:38|Club Meeting  |Campus Cafeteria East  
07/31/2023|16:15|17:35|Literature Class  |Starting at Main Entrance West  
09/12/2023|12:42|14:16|History Class  |Rooftop Lounge West  
09/27/2023|17:01|19:14|Basketball Practice 7|Art Gallery North  
04/12/2023|08:36|09:53|Student Council Meeting  |Lecture Hall D Annex  
03/26/2023|07:08|08:56|Art Exhibition I|Music Room West  
05/09/2023|08:19|10:58|Dinner with Friends  |Career Services Office North  
01/07/2023|10:08|10:02|Lunch with Friends  |Science Lab B Downtown  
08/16/2023|13:59|14:47|Art Class  |Starting at Main Entrance Annex  
05/26/2023|07:47|08:57|Theater Rehearsal  |Campus Coffee Shop East  
05/23/2023|20:52|23:26|Art Workshop  |Theater Hall South  
09/07/2023|13:55|15:15|Physics Lab  |Campus Cafeteria Downtown  
09/22/2023|19:29|21:57|Study Session  |Art Gallery East  
02/03/2023|18:09|18:49|History Lecture  |Science Lab A West  
06/11/2023|15:04|17:26|Soccer Practice  |Library Annex  
06/28/2023|19:45|22:21|Networking Event  |Lecture Hall C West  
02/04/2023|14:03|17:08|Campus Tour  |Music Room East  
06/12/2023|19:56|21:22|Literature Class A|Art Gallery East  
07/27/2023|18:55|20:23|Movie Night 1|Lecture Hall D Annex  
05/12/2023|10:50|13:13|Club Meeting  |Campus Cafeteria West  
